date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:31:34	18707/18707	---M--	200	added ('OK')	image/png	etag:%223817b4e6ef6071ad177da6c8dd18c72c-ssl%22	https://diabetes-permanent-cure.netlify.app/img/whatsapp.png	C:/My%20Web%20Sites/ULTRACURE/diabetes-permanent-cure.netlify.app/img/whatsapp.png	(from https://diabetes-permanent-cure.netlify.app/)
23:31:34	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1686827582-ssl-df	https://diabetes-permanent-cure.netlify.app/img/bp1.png	C:/My%20Web%20Sites/ULTRACURE/diabetes-permanent-cure.netlify.app/img/bp1.d.delayed	(from https://diabetes-permanent-cure.netlify.app/)
23:31:35	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1686827582-ssl-df	https://diabetes-permanent-cure.netlify.app/img/bp2.png	C:/My%20Web%20Sites/ULTRACURE/diabetes-permanent-cure.netlify.app/img/bp2.e.delayed	(from https://diabetes-permanent-cure.netlify.app/)
23:31:36	199309/199309	---M--	200	added ('OK')	image/jpeg	etag:%227e5134540c966a098af3ef9b47914029-ssl%22	https://diabetes-permanent-cure.netlify.app/img/tfake.jpg	C:/My%20Web%20Sites/ULTRACURE/diabetes-permanent-cure.netlify.app/img/tfake.jpg	(from https://diabetes-permanent-cure.netlify.app/)
23:31:37	124209/124209	---M--	200	added ('OK')	image/png	etag:%223a9548cf228a7c25c5b7013a28ee5185-ssl%22	https://diabetes-permanent-cure.netlify.app/img/police.png	C:/My%20Web%20Sites/ULTRACURE/diabetes-permanent-cure.netlify.app/img/police.png	(from https://diabetes-permanent-cure.netlify.app/)
23:31:39	29552/29552	---M--	200	added ('OK')	image/jpeg	etag:%221db187186a9c5dfe5cd0d5610a7b38ef-ssl%22	https://diabetes-permanent-cure.netlify.app/img/fornow.jpg	C:/My%20Web%20Sites/ULTRACURE/diabetes-permanent-cure.netlify.app/img/fornow.jpg	(from https://diabetes-permanent-cure.netlify.app/)
23:31:39	897000/897000	---M--	200	added ('OK')	image/jpeg	etag:%2269e23cbf9f233ef97bcb9de64a1705f4-ssl%22	https://diabetes-permanent-cure.netlify.app/img/haruna.jpg	C:/My%20Web%20Sites/ULTRACURE/diabetes-permanent-cure.netlify.app/img/haruna.jpg	(from https://diabetes-permanent-cure.netlify.app/)
23:31:39	16845/16845	---M--	200	added ('OK')	image/png	etag:%2288ff0b83b02e3d5c50ce7d53fab1abac-ssl%22	https://diabetes-permanent-cure.netlify.app/img/punch.png	C:/My%20Web%20Sites/ULTRACURE/diabetes-permanent-cure.netlify.app/img/punch.png	(from https://diabetes-permanent-cure.netlify.app/)
23:31:40	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1686827582-ssl-df	https://diabetes-permanent-cure.netlify.app/img/sample.jpg	C:/My%20Web%20Sites/ULTRACURE/diabetes-permanent-cure.netlify.app/img/sample.14.delayed	(from https://diabetes-permanent-cure.netlify.app/)
23:32:02	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1686827582-ssl-df	https://diabetes-permanent-cure.netlify.app/blogr.html	C:/My%20Web%20Sites/ULTRACURE/diabetes-permanent-cure.netlify.app/blogr.16.delayed	(from https://diabetes-permanent-cure.netlify.app/)
23:32:03	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1686827582-ssl-df	https://diabetes-permanent-cure.netlify.app/blogc.html	C:/My%20Web%20Sites/ULTRACURE/diabetes-permanent-cure.netlify.app/blogc.17.delayed	(from https://diabetes-permanent-cure.netlify.app/)
23:32:04	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1686827582-ssl-df	https://diabetes-permanent-cure.netlify.app/blogd.html	C:/My%20Web%20Sites/ULTRACURE/diabetes-permanent-cure.netlify.app/blogd.18.delayed	(from https://diabetes-permanent-cure.netlify.app/)
23:32:05	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1686827582-ssl-df	https://diabetes-permanent-cure.netlify.app/blogf.html	C:/My%20Web%20Sites/ULTRACURE/diabetes-permanent-cure.netlify.app/blogf.19.delayed	(from https://diabetes-permanent-cure.netlify.app/)
23:32:06	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1686827582-ssl-df	https://diabetes-permanent-cure.netlify.app/img/stamp.png	C:/My%20Web%20Sites/ULTRACURE/diabetes-permanent-cure.netlify.app/img/stamp.1a.delayed	(from https://diabetes-permanent-cure.netlify.app/)
23:32:08	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1686827582-ssl-df	https://diabetes-permanent-cure.netlify.app/bloge.html	C:/My%20Web%20Sites/ULTRACURE/diabetes-permanent-cure.netlify.app/bloge.html	(from https://diabetes-permanent-cure.netlify.app/)
